173	626	2438
174	628	2450
175	629	2456
176	633	2475
177	635	2485
178	638	2497
179	642	2513
180	645	2526
181	649	2540
182	651	2549
183	654	2560
184	657	2573
185	660	2585
186	662	2593
187	665	2605
188	668	2617
189	673	2637
190	676	2650
191	678	2658
192	682	2674
193	684	2682
194	687	2697
195	689	2707
196	702	2712
197	705	2712
198	713	2710
199	728	2707
200	739	2705
201	751	2703
202	764	2700
203	782	2697
204	797	2694
205	812	2680
206	811	2674
207	809	2662
208	807	2651
209	805	2639
210	803	2627
211	801	2614
212	799	2602
213	797	2589
214	795	2577
215	793	2564
216	791	2551
217	788	2537
218	786	2524
219	784	2511
220	782	2498
221	780	2486
222	778	2474
223	776	2462
224	775	2450
225	773	2437
226	771	2424
227	770	2411
228	768	2400
229	767	2390
230	766	2379
231	765	2368
232	762	2348
233	761	2335
234	759	2323
235	758	2310
236	766	2290
237	763	2273
238	759	2260
239	757	2254
240	752	2238
241	748	2225
242	743	2210
243	743	2209
244	760	2203
245	770	2199
246	780	2195
247	793	2190
248	808	2185
249	815	2182
250	826	2178
251	836	2174
252	846	2170
253	864	2163
254	871	2160
255	876	2158
256	899	2149
257	910	2146
258	923	2140
259	934	2134
260	934	2129
261	936	2114
262	937	2100
263	938	2091
264	939	2075
265	941	2062
266	942	2051
267	943	2038
268	951	2023
269	959	2019
270	974	2012
271	982	2008
272	979	2001
273	974	1987
274	970	1977
275	963	1960
276	959	1950
277	954	1938
278	950	1928
279	945	1915
280	941	1905
281	936	1892
282	932	1882
283	927	1869
284	923	1859
285	918	1847
286	914	1836
287	910	1825
288	906	1816
289	901	1802
290	896	1790
291	892	1779
292	887	1767
293	882	1754
294	877	1741
295	873	1731
296	869	1720
297	863	1705
298	859	1695
299	852	1677
300	850	1672
301	842	1652
302	838	1642
303	833	1630
304	829	1620
305	824	1607
306	820	1597
307	816	1587
308	811	1575
309	807	1565
310	802	1552
311	798	1542
312	793	1530
313	788	1517
314	782	1502
315	776	1487
316	772	1476
317	768	1465
318	764	1455
319	760	1444
320	756	1434
321	752	1423
322	748	1412
323	744	1401
324	739	1389
325	735	1378
326	731	1367
327	726	1355
328	718	1335
329	713	1323
330	708	1311
331	703	1299
332	697	1285
333	693	1275
334	689	1266
335	681	1255
336	674	1247
337	667	1237
338	661	1228
339	655	1216
340	652	1206
341	650	1193
342	653	1181
343	650	1170
344	645	1157
345	640	1145
346	635	1132
347	630	1120
348	626	1110
349	621	1097
350	613	1077
351	609	1067
352	605	1057
353	600	1045
354	595	1032
355	590	1016
356	590	1003
357	592	996
358	597	991
359	606	987
360	609	986
361	618	982
362	630	977
363	647	971
364	662	964
365	673	959
366	684	955
367	696	950
368	708	945
369	719	940
370	732	935
371	747	929
372	758	924
373	769	919
374	779	928
375	784	941
376	786	946
377	790	956
378	795	968
379	800	980
380	804	990
381	808	1000
382	812	1011
383	817	1023
384	824	1041
385	830	1055
386	835	1067
387	840	1080
388	844	1090
389	849	1102
390	855	1117
391	859	1127
392	862	1134
393	867	1147
394	872	1159
395	876	1169
396	881	1181
397	885	1191
398	889	1201
399	894	1214
400	898	1224
401	903	1236
402	908	1248
403	912	1259
404	917	1271
405	922	1283
406	926	1294
407	931	1306
408	937	1320
409	942	1333
410	949	1350
411	953	1362
412	958	1373
413	963	1386
414	967	1397
415	971	1407
416	975	1417
417	980	1430
418	984	1441
419	988	1451
420	993	1464
421	998	1477
422	1002	1488
423	1007	1500
424	1012	1513
425	1016	1524
426	1021	1537
427	1025	1547
428	1029	1558
429	1034	1571
430	1038	1581
431	1043	1594
432	1048	1607
433	1053	1620
434	1057	1631
435	1061	1642
436	1065	1652
437	1070	1664
438	1074	1675
439	1078	1685
440	1084	1701
441	1089	1714
442	1095	1729
443	1100	1742
444	1104	1753
445	1108	1763
446	1113	1776
447	1118	1789
448	1123	1802
449	1127	1813
450	1132	1826
451	1136	1836
452	1139	1844
453	1143	1854
454	1147	1865
455	1151	1875
456	1155	1886
457	1162	1904
458	1168	1919
459	1172	1930
460	1176	1940
461	1180	1951
462	1184	1962
463	1189	1973
464	1195	1983
465	1200	1994
466	1204	2005
467	1209	2016
468	1213	2028
469	1218	2040
470	1222	2050
471	1227	2063
472	1231	2073
473	1236	2086
474	1240	2096
475	1245	2109
476	1250	2123
477	1258	2143
478	1263	2156
479	1267	2167
480	1272	2179
481	1275	2190
482	1279	2204
483	1284	2216
484	1289	2228
485	1295	2243
486	1299	2253
487	1304	2265
488	1308	2275
489	1312	2285
490	1318	2299
491	1322	2309
492	1325	2317
493	1330	2329
494	1334	2338
495	1337	2358
496	1339	2374
497	1340	2382
498	1342	2398
499	1343	2408
500	1345	2420
501	1347	2431
502	1352	2441
503	1363	2451
504	1367	2461
505	1368	2469
506	1370	2481
507	1376	2499
508	1385	2508
509	1398	2512
510	1408	2514
511	1416	2516
512	1428	2515
513	1437	2511
514	1442	2500
515	1443	2494
516	1444	2482
517	1446	2469
518	1447	2458
519	1449	2444
520	1450	2434
521	1452	2418
522	1453	2409
523	1455	2395
524	1457	2383
525	1459	2371
526	1462	2351
527	1465	2335
528	1467	2323
529	1468	2314
530	1471	2298
531	1472	2288
532	1474	2277
533	1475	2267
534	1477	2256
535	1478	2245
536	1481	2227
537	1482	2217
538	1485	2199
539	1487	2185
540	1489	2174
541	1489	2171
542	1484	2150
543	1482	2146
544	1475	2130
545	1469	2116
546	1463	2101
547	1459	2091
548	1454	2078
549	1449	2066
550	1445	2055
551	1440	2044
552	1435	2030
553	1431	2020
554	1426	2008
555	1426	2008
556	1417	1985
557	1417	1985
558	1408	1963
559	1403	1950
560	1399	1940
561	1395	1930
562	1389	1915
563	1385	1905
564	1381	1894
565	1376	1881
566	1372	1871
567	1367	1858
568	1363	1848
569	1358	1835
570	1352	1820
571	1347	1807
572	1343	1796
573	1339	1786
574	1335	1776
575	1330	1763
576	1326	1753
577	1323	1745
578	1318	1732
579	1314	1722
580	1309	1709
581	1301	1688
582	1297	1678
583	1292	1665
584	1288	1654
585	1285	1647
586	1282	1639
587	1274	1618
588	1270	1608
589	1266	1597
590	1262	1587
591	1255	1572
592	1248	1565
593	1241	1558
594	1237	1548
595	1232	1538
596	1226	1524
597	1222	1512
598	1218	1502
599	1213	1490
600	1208	1478
601	1203	1466
602	1195	1447
603	1194	1443
604	1188	1427
605	1182	1411
606	1179	1402
607	1174	1388
608	1169	1376
609	1166	1367
610	1162	1357
611	1159	1347
612	1154	1333
613	1148	1317
614	1145	1308
615	1141	1297
616	1137	1286
617	1133	1275
618	1129	1264
619	1123	1248
620	1119	1237
621	1114	1223
622	1109	1209
623	1106	1201
624	1101	1187
625	1097	1176
626	1093	1165
627	1089	1154
628	1085	1143
629	1081	1132
630	1077	1121
631	1070	1114
632	1062	1117
633	1041	1115
634	1023	1104
635	1012	1083
636	1012	1075
637	1014	1058
638	1015	1050
639	1021	1043
640	1025	1039
641	1042	1031
642	1061	1031
643	1081	1039
644	1092	1046
645	1100	1051
646	1107	1050
647	1120	1044
648	1130	1040
649	1141	1036
650	1149	1033
651	1170	1025
652	1186	1019
653	1207	1011
654	1219	1006
655	1230	1002
656	1241	998
657	1251	994
658	1262	990
659	1281	982
660	1287	979
661	1300	973
662	1316	974
663	1322	953
664	1329	944
665	1339	937
666	1344	934
667	1356	927
668	1354	928
669	1363	925
670	1400	912
671	1398	913
672	1396	927
673	1382	932
674	1371	935
675	1359	939
676	1347	944
677	1331	943
678	1328	969
679	1319	973
680	1307	978
681	1295	983
682	1283	981
683	1281	989
684	1275	992
685	1264	1006
686	1268	1016
687	1272	1026
688	1277	1040
689	1281	1049
690	1286	1061
691	1292	1076
692	1296	1086
693	1301	1099
694	1306	1111
695	1311	1124
696	1316	1136
697	1321	1149
698	1326	1161
699	1331	1174
700	1336	1186
701	1342	1201
702	1369	1209
703	1379	1203
704	1387	1197
705	1396	1191
706	1409	1185
707	1420	1180
708	1433	1174
709	1444	1169
710	1457	1167
711	1466	1167
712	1478	1168
713	1489	1168
714	1500	1168
715	1511	1168
716	1523	1168
717	1534	1169
718	1546	1170
719	1558	1169
720	1573	1169
721	1595	1170
722	1608	1170
723	1620	1170
724	1632	1174
725	1646	1177
726	1668	1171
727	1666	1175
728	1656	1180
729	1642	1180
730	1632	1186
731	1623	1188
732	1609	1192
733	1597	1194
734	1585	1193
735	1574	1193
736	1562	1192
737	1550	1191
738	1537	1191
739	1524	1190
740	1512	1190
741	1500	1189
742	1487	1189
743	1475	1188
744	1458	1194
745	1442	1200
746	1431	1204
747	1420	1208
748	1404	1214
749	1382	1201
750	1385	1199
751	1380	1203
752	1364	1250
753	1366	1256
754	1370	1266
755	1375	1279
756	1380	1292
757	1384	1302
758	1389	1315
759	1393	1326
760	1397	1336
761	1404	1354
762	1410	1370
763	1414	1380
764	1418	1390
765	1423	1403
766	1428	1416
767	1432	1427
768	1436	1437
769	1441	1450
770	1445	1460
771	1458	1469
772	1458	1492
773	1462	1502
774	1466	1512
775	1471	1525
776	1475	1535
777	1481	1550
778	1486	1563
779	1490	1574
780	1494	1583
781	1499	1596
782	1503	1606
783	1508	1619
784	1512	1629
785	1516	1639
786	1522	1654
787	1527	1667
788	1531	1677
789	1535	1687
790	1541	1703
791	1544	1710
792	1550	1725
793	1554	1736
794	1559	1748
795	1563	1758
796	1568	1771
797	1573	1784
798	1578	1796
799	1582	1807
800	1587	1819
801	1591	1829
802	1596	1842
803	1601	1854
804	1605	1864
805	1610	1877
806	1614	1887
807	1618	1897
808	1624	1912
809	1629	1925
810	1634	1937
811	1638	1947
812	1642	1957
813	1647	1970
814	1651	1980
815	1655	1990
816	1661	2006
817	1665	2015
818	1669	2025
819	1675	2040
820	1680	2053
821	1684	2063
822	1688	2073
823	1693	2086
824	1698	2098
825	1702	2108
826	1707	2121
827	1712	2133
828	1716	2143
829	1721	2156
830	1727	2171
831	1731	2181
832	1736	2194
833	1758	2207
834	1770	2206
835	1776	2215
836	1776	2215
837	1779	2236
838	1781	2255
839	1783	2265
840	1784	2276
841	1786	2288
842	1788	2301
843	1789	2311
844	1790	2325
845	1790	2337
846	1791	2347
847	1792	2360
848	1792	2370
849	1793	2381
850	1794	2402
851	1795	2416
852	1796	2430
853	1796	2441
854	1797	2452
855	1798	2464
856	1798	2475
857	1799	2487
858	1800	2499
859	1801	2516
860	1801	2530
861	1802	2541
862	1812	2555
863	1822	2554
864	1832	2554
865	1841	2553
866	1853	2552
867	1875	2551
868	1879	2551
869	1901	2549
870	1902	2549
871	1915	2548
872	1927	2548
873	1940	2547
874	1952	2546
875	1966	2545
876	1980	2544
877	1993	2544
878	2006	2544
879	2028	2539
880	2031	2538
881	2051	2532
882	2061	2529
883	2075	2524
884	2088	2520
885	2101	2516
886	2110	2514
887	2123	2509
888	2137	2504
889	2142	2494
890	2139	2483
891	2136	2473
892	2134	2466
893	2131	2455
894	2126	2437
895	2123	2427
896	2120	2416
897	2117	2405
898	2111	2384
899	2107	2370
900	2103	2356
901	2100	2345
902	2097	2334
903	2093	2320
904	2090	2309
905	2087	2299
906	2083	2285
907	2080	2274
908	2077	2263
909	2074	2253
910	2070	2238
911	2067	2228
912	2063	2214
913	2059	2199
914	2056	2189
915	2052	2175
916	2048	2160
917	2045	2150
918	2042	2139
919	2039	2128
920	2035	2114
921	2032	2103
922	2029	2093
923	2026	2082
924	2021	2067
925	2015	2059
926	2008	2050
927	2002	2042
928	1994	2032
929	1987	2018
930	1983	2005
931	1979	1992
932	1975	1979
933	1970	1963
934	1966	1950
935	1964	1950
936	1953	1953
937	1942	1956
938	1930	1959
939	1919	1962
940	1904	1966
941	1892	1970
942	1877	1973
943	1866	1976
944	1854	1979
945	1829	1972
946	1825	1962
947	1822	1954
948	1816	1939
949	1811	1926
950	1805	1911
951	1801	1901
952	1797	1891
953	1792	1878
954	1788	1868
955	1784	1859
956	1780	1848
957	1775	1836
958	1770	1824
959	1765	1811
960	1761	1801
961	1756	1789
962	1752	1779
963	1745	1762
964	1740	1749
965	1735	1736
966	1731	1726
967	1726	1713
968	1722	1703
969	1717	1690
970	1713	1680
971	1708	1667
972	1703	1654
973	1698	1641
974	1694	1631
975	1691	1623
976	1686	1611
977	1681	1599
978	1677	1589
979	1673	1579
980	1668	1567
981	1663	1554
982	1659	1544
983	1655	1534
984	1646	1511
985	1645	1509
986	1638	1491
987	1633	1479
988	1628	1466
989	1623	1453
990	1619	1443
991	1614	1430
992	1610	1419
993	1607	1412
994	1607	1412
995	1593	1417
996	1585	1420
997	1575	1424
998	1562	1429
999	1554	1432
1000	1541	1437
1001	1531	1441
1002	1518	1446
1003	1505	1451
1004	1489	1457
1005	1474	1463
1006	1466	1466
1007	1448	1467
1008	1447	1466
1009	1423	1468
1010	1413	1472
1011	1403	1476
1012	1390	1481
1013	1378	1486
1014	1368	1490
1015	1355	1495
1016	1340	1501
1017	1328	1506
1018	1318	1510
1019	1308	1514
1020	1293	1520
1021	1285	1523
1022	1272	1528
1023	1260	1533
1024	1252	1536
1025	1251	1533
1026	1247	1524
1027	1243	1514
1028	1237	1499
1029	1233	1489
1030	1227	1475
1031	1222	1462
